ID,GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,Tenure,MLSkillsSelect,MLTechniquesSelect,EmployerSize,WorkChallengeFrequencyExplaining,WorkChallengeFrequencyTalent,WorkChallengeFrequencyClarity,WorkChallengeFrequencyDataAccess,CompensationScore,WorkMLTeamSeatSelect,RemoteWork,JobSatisfaction,Continent,Income,IncomeCurrency
4678,Male,United States of America,40.0,Data Analyst,Python,Other,More than 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Support Vector Machines (SVMs)","10,000 or more employees",Often,Often,,Often,2.0,Standalone Team,Sometimes,5,NA_,75200,dollar
4679,Male,United States of America,32.0,Other,,Bachelor's degree,1 to 2 years,Reinforcement learning,Decision Trees - Random Forests,"5,000 to 9,999 employees",,Sometimes,,,3.0,Other,,8,NA_,86152,dollar
4680,Male,Nigeria,32.0,Data Analyst,SQL,Master's degree,3 to 5 years,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),20 to 99 employees,,Most of the time,,,8.0,Other,Never,3,AF_,125306,euro
4681,Male,Switzerland,29.0,Other,Python,Doctoral degree,6 to 10 years,,,"10,000 or more employees",,,,,4.0,Standalone Team,Rarely,7,EU_,99334,euro
4682,Male,Japan,27.0,Scientist/Researcher,R,Master's degree,3 to 5 years,Time Series,Bayesian Techniques,I don't know,,,Often,,0.0,IT Department,Never,3,AS_,89796,euro
4683,Male,France,25.0,Scientist/Researcher,Python,Master's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,Often,Sometimes,Often,1.0,Other,Never,7,EU_,104348,euro
4684,Male,Iran,35.0,Computer Scientist,R,Doctoral degree,1 to 2 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,,,8.0,Other,Sometimes,6,AS_,151750,euro
4685,Female,United States of America,45.0,Engineer,Python,Master's degree,Less than a year,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",20 to 99 employees,Sometimes,,Sometimes,Sometimes,5.0,Central Insights Team,,8,NA_,149147,dollar
4686,Male,Germany,47.0,Data Scientist,Python,Master's degree,More than 10 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,,Often,Most of the time,2.0,IT Department,Rarely,8,EU_,118192,euro
4687,Female,United States of America,28.0,Data Scientist,Python,Bachelor's degree,3 to 5 years,"Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression","1,000 to 4,999 employees",,,,,4.0,Standalone Team,Rarely,7,NA_,100254,dollar
4688,Male,United States of America,33.0,Data Scientist,R,Master's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression","1,000 to 4,999 employees",,Sometimes,Most of the time,Sometimes,4.0,Central Insights Team,Always,8,NA_,138134,dollar
4689,Male,United States of America,31.0,Software Developer/Software Engineer,Python,Doctoral degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Hidden Markov Models HMMs,100 to 499 employees,,Sometimes,,,3.0,Standalone Team,Sometimes,8,NA_,182248,dollar
4690,Male,India,31.0,Data Scientist,Python,Master's degree,3 to 5 years,"Time Series,Unsupervised Learning","Bayesian Techniques,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,,,,8.0,Standalone Team,Sometimes,8,AS_,116589,euro
4691,Male,United States of America,38.0,Other,R,Bachelor's degree,3 to 5 years,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression","1,000 to 4,999 employees",,,Sometimes,Sometimes,3.0,Business Department,Sometimes,8,NA_,96949,dollar
4692,Male,Denmark,39.0,Software Developer/Software Engineer,Python,Doctoral degree,6 to 10 years,"Machine Translation,Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)",I prefer not to answer,,,Sometimes,,8.0,Central Insights Team,Sometimes,7,EU_,143949,euro
4693,Female,United States of America,33.0,Data Scientist,Python,Doctoral degree,3 to 5 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Random Forests,Ensemble Methods,Logistic Regression","5,000 to 9,999 employees",Sometimes,,,,5.0,Standalone Team,Sometimes,8,NA_,155166,dollar
4694,Male,Germany,35.0,Data Scientist,Python,Doctoral degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Survival Analysis,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Evolutionary Approaches,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",100 to 499 employees,,,,Often,,Standalone Team,Sometimes,7,EU_,139269,euro
4695,Male,United States of America,31.0,Data Analyst,R,Master's degree,3 to 5 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Random Forests,Logistic Regression","10,000 or more employees",Rarely,Often,Often,,3.0,Business Department,Rarely,6,NA_,130643,dollar
4696,Male,United Kingdom,32.0,Data Miner,Python,Master's degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Time Series","Evolutionary Approaches,Logistic Regression",Fewer than 10 employees,Rarely,,,,1.0,IT Department,Rarely,10,EU_,117124,euro
4697,Male,South Korea,26.0,Data Scientist,Python,Bachelor's degree,Less than a year,"Natural Language Processing,Recommendation Engines",Logistic Regression,10 to 19 employees,Often,Most of the time,,,0.0,Standalone Team,,8,AS_,100298,euro
4698,Male,Brazil,44.0,Business Analyst,Python,Bachelor's degree,1 to 2 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Logistic Regression",100 to 499 employees,Often,Most of the time,Sometimes,,8.0,Standalone Team,Never,6,SA_,120812,euro
4699,Female,United Kingdom,34.0,Scientist/Researcher,R,Doctoral degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Logistic Regression,Support Vector Machines (SVMs)",I don't know,,Sometimes,Often,,0.0,Other,Sometimes,7,EU_,121680,euro
4700,Male,China,22.0,Scientist/Researcher,,Bachelor's degree,Less than a year,"Speech Recognition,Supervised Machine Learning (Tabular Data),Time Series","Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",Fewer than 10 employees,,,,,0.0,Business Department,,4,AS_,89358,euro
4701,Male,China,28.0,Data Analyst,R,Master's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Survival Analysis","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression","10,000 or more employees",,,,,8.0,Central Insights Team,Sometimes,3,AS_,99056,euro
4702,Male,United States of America,25.0,Business Analyst,R,Master's degree,1 to 2 years,Time Series,"Bayesian Techniques,Logistic Regression",100 to 499 employees,,Sometimes,,,2.0,Business Department,,4,NA_,113508,dollar
4703,Male,Israel,41.0,Data Scientist,Java,Master's degree,3 to 5 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Neural Networks - CNNs",100 to 499 employees,,,Often,,,IT Department,Sometimes,8,AS_,103922,euro
4704,Male,United States of America,29.0,Researcher,R,Master's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Survival Analysis","Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs","1,000 to 4,999 employees",,Often,,,3.0,Other,Rarely,7,NA_,93517,dollar
4705,Male,United Kingdom,23.0,Data Analyst,Python,Master's degree,1 to 2 years,"Computer Vision,Natural Language Processing,Speech Recognition,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)","10,000 or more employees",,Often,Sometimes,,2.0,Business Department,Rarely,7,EU_,101623,euro
4706,Female,United States of America,36.0,Data Scientist,R,Doctoral degree,6 to 10 years,Supervised Machine Learning (Tabular Data),"Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",20 to 99 employees,,,,,3.0,Standalone Team,Rarely,8,NA_,152880,dollar
4708,Female,Other,31.0,Data Scientist,R,Doctoral degree,6 to 10 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs",100 to 499 employees,,,Most of the time,,8.0,IT Department,Rarely,7,Other_,139428,euro
4709,Female,United States of America,25.0,Data Analyst,SQL,Master's degree,3 to 5 years,,Logistic Regression,"10,000 or more employees",Sometimes,,,Sometimes,2.0,Other,Sometimes,6,NA_,103360,dollar
4710,Male,Italy,24.0,Researcher,Python,Bachelor's degree,1 to 2 years,Other (please specify; separate by semi-colon),,,,Often,,,,Business Department,,8,EU_,58673,euro
4711,Male,India,43.0,Other,,Master's degree,3 to 5 years,,,"5,000 to 9,999 employees",,,,,,,,10,AS_,129556,euro
4712,Female,United States of America,47.0,Data Miner,SQL,Master's degree,More than 10 years,Other (please specify; separate by semi-colon),Other (please specify; separate by semi-colon),"1,000 to 4,999 employees",,,Often,Often,2.0,Other,Rarely,7,NA_,144851,dollar
4713,Male,Germany,38.0,Business Analyst,R,Master's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression,Support Vector Machines (SVMs)","5,000 to 9,999 employees",,,,,0.0,Other,Sometimes,4,EU_,108086,euro
4714,Male,Denmark,39.0,Scientist/Researcher,Julia,Doctoral degree,6 to 10 years,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning,Other (please specify; separate by semi-colon)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs","1,000 to 4,999 employees",Often,,Sometimes,Sometimes,,Standalone Team,Sometimes,2,EU_,138959,euro
4715,Male,France,26.0,Data Scientist,,Master's degree,6 to 10 years,Supervised Machine Learning (Tabular Data),Decision Trees - Random Forests,100 to 499 employees,,Most of the time,,,2.0,Business Department,Sometimes,10,EU_,121447,euro
4716,Male,Taiwan,23.0,Machine Learning Engineer,Python,Bachelor's degree,3 to 5 years,"Adversarial Learning,Natural Language Processing,Speech Recognition,Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",20 to 99 employees,,,Often,,0.0,Standalone Team,Sometimes,7,AS_,66795,euro
4717,Male,Switzerland,28.0,Statistician,R,Master's degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",10 to 19 employees,Sometimes,,,,2.0,Standalone Team,Sometimes,6,EU_,108647,euro
4718,Male,Poland,33.0,Engineer,Python,Master's degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)",20 to 99 employees,,,,,1.0,IT Department,Sometimes,3,EU_,139269,euro
4719,Male,United States of America,47.0,Software Developer/Software Engineer,Python,Bachelor's degree,6 to 10 years,,,10 to 19 employees,,Sometimes,,Often,4.0,IT Department,Rarely,7,NA_,95453,dollar
4720,Female,United States of America,25.0,Data Scientist,Python,Bachelor's degree,3 to 5 years,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,Most of the time,,Sometimes,3.0,IT Department,Sometimes,7,NA_,62921,dollar
4721,Male,Brazil,23.0,Scientist/Researcher,Python,Bachelor's degree,1 to 2 years,"Computer Vision,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning","Decision Trees - Random Forests,Evolutionary Approaches,Neural Networks - CNNs,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)",I don't know,,,,Most of the time,1.0,Standalone Team,Sometimes,8,SA_,97683,euro
4722,Male,Netherlands,30.0,Data Scientist,R,Master's degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression","1,000 to 4,999 employees",Sometimes,Most of the time,,Sometimes,2.0,IT Department,Rarely,6,EU_,118071,euro
4723,Male,United States of America,22.0,Data Scientist,Python,Bachelor's degree,3 to 5 years,"Computer Vision,Natural Language Processing","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs,Support Vector Machines (SVMs)",Fewer than 10 employees,Often,,,,3.0,Standalone Team,Rarely,8,NA_,88050,dollar
4724,Male,South Africa,25.0,Data Scientist,R,Other,3 to 5 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Support Vector Machines (SVMs)","5,000 to 9,999 employees",,,,,,Central Insights Team,Always,8,AF_,60806,euro
4725,Male,Canada,34.0,Data Scientist,R,Master's degree,3 to 5 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression","10,000 or more employees",,Rarely,Most of the time,,2.0,Other,Sometimes,6,NA_,140902,dollar
4726,Female,Spain,44.0,Data Scientist,SQL,Bachelor's degree,Less than a year,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression","1,000 to 4,999 employees",,,,,2.0,Standalone Team,Never,5,EU_,92284,euro
4727,Male,United States of America,47.0,Business Analyst,Scala,Master's degree,More than 10 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression",Fewer than 10 employees,,,,,8.0,Central Insights Team,Sometimes,10,NA_,147151,dollar
4728,Male,Argentina,48.0,Software Developer/Software Engineer,SQL,Other,1 to 2 years,Outlier detection (e.g. Fraud detection),Decision Trees - Random Forests,Fewer than 10 employees,,,Often,Often,8.0,IT Department,Sometimes,9,SA_,99113,euro
4729,Male,United States of America,50.0,Predictive Modeler,R,Doctoral degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Survival Analysis,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression",500 to 999 employees,,Sometimes,,,5.0,Business Department,Rarely,8,NA_,150108,dollar
4731,Male,United States of America,33.0,Scientist/Researcher,R,Doctoral degree,More than 10 years,"Computer Vision,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",100 to 499 employees,,,Often,Sometimes,4.0,Other,Rarely,9,NA_,175032,dollar
4732,Male,India,28.0,Predictive Modeler,Python,Bachelor's degree,6 to 10 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,Sometimes,Often,Most of the time,8.0,Business Department,Sometimes,8,AS_,114853,euro
4733,Male,China,30.0,Scientist/Researcher,R,Doctoral degree,3 to 5 years,"Survival Analysis,Time Series",Logistic Regression,"1,000 to 4,999 employees",,Often,,,,Business Department,,5,AS_,136974,euro
4734,Male,United States of America,29.0,Software Developer/Software Engineer,Python,Master's degree,1 to 2 years,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs),Other (please specify; separate by semi-colon)","10,000 or more employees",,Rarely,,,4.0,IT Department,Rarely,9,NA_,99852,dollar
4735,Male,Canada,64.0,Data Scientist,R,Doctoral degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Hidden Markov Models HMMs,Logistic Regression,Markov Logic Networks,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)",,,Often,,,,Standalone Team,Always,10,NA_,175210,dollar
4736,Male,Germany,26.0,Data Scientist,Python,Master's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Random Forests,Logistic Regression","1,000 to 4,999 employees",,,,,1.0,Standalone Team,Sometimes,7,EU_,98039,euro
4737,Male,China,30.0,Data Analyst,Python,Master's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Neural Networks - CNNs,Support Vector Machines (SVMs)",10 to 19 employees,Sometimes,,,Often,1.0,Business Department,Never,10,AS_,113507,euro
4738,Male,Brazil,38.0,Data Analyst,Python,Bachelor's degree,More than 10 years,"Outlier detection (e.g. Fraud detection),Speech Recognition","Decision Trees - Gradient Boosted Machines,Logistic Regression",,,,,Sometimes,8.0,Other,Always,10,SA_,106546,euro
4739,Male,India,22.0,Software Developer/Software Engineer,Python,Bachelor's degree,1 to 2 years,"Computer Vision,Natural Language Processing","Decision Trees - Random Forests,Neural Networks - CNNs","1,000 to 4,999 employees",Often,,,Often,8.0,Standalone Team,Sometimes,4,AS_,96780,euro
4740,Male,Argentina,37.0,Statistician,Python,Master's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Reinforcement learning,Supervised Machine Learning (Tabular Data),Survival Analysis","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Evolutionary Approaches,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - GANs,Neural Networks - RNNs,Support Vector Machines (SVMs)","1,000 to 4,999 employees",,Most of the time,,,,Other,Never,3,SA_,117087,euro
4741,Male,Other,27.0,Data Scientist,Python,Master's degree,1 to 2 years,"Natural Language Processing,Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Support Vector Machines (SVMs)",Fewer than 10 employees,,,,,6.0,IT Department,Sometimes,8,Other_,129020,euro
4742,Male,India,28.0,Software Developer/Software Engineer,R,Bachelor's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data)",,100 to 499 employees,,,,,8.0,Central Insights Team,Sometimes,8,AS_,103516,euro
4743,Male,Czech Republic,19.0,Other,Python,Other,Less than a year,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Evolutionary Approaches,Support Vector Machines (SVMs)",I don't know,,,Often,,,Standalone Team,Sometimes,5,EU_,94535,euro
4744,Male,Singapore,29.0,Data Analyst,Python,Bachelor's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Bayesian Techniques,Decision Trees - Random Forests,Logistic Regression","5,000 to 9,999 employees",,,Often,,3.0,IT Department,Never,10,AS_,56930,euro
4745,Male,Japan,27.0,Engineer,R,Master's degree,3 to 5 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection)",Logistic Regression,10 to 19 employees,,,,,8.0,IT Department,Sometimes,3,AS_,95195,euro
4746,Male,India,26.0,Data Scientist,Python,Master's degree,3 to 5 years,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Gradient Boosting,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs","10,000 or more employees",,Sometimes,,,8.0,Central Insights Team,Sometimes,8,AS_,96087,euro
4747,Male,United States of America,49.0,Scientist/Researcher,Matlab,Doctoral degree,More than 10 years,Time Series,Neural Networks - CNNs,"10,000 or more employees",,,,,6.0,Other,Rarely,6,NA_,160130,dollar
4748,Male,Colombia,34.0,Other,R,Master's degree,6 to 10 years,"Outlier detection (e.g. Fraud detection),Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)","10,000 or more employees",,,Sometimes,,,Other,Rarely,7,SA_,131690,euro
4749,Male,United States of America,28.0,Machine Learning Engineer,Python,Master's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Logistic Regression,,,,Sometimes,Sometimes,0.0,Other,Rarely,8,NA_,109031,dollar
4750,Female,Other,25.0,Data Analyst,SAS,Master's degree,3 to 5 years,"Survival Analysis,Time Series","Decision Trees - Random Forests,Logistic Regression",500 to 999 employees,,,,,,Central Insights Team,Sometimes,9,Other_,117607,euro
4751,Male,Argentina,49.0,Data Analyst,Python,Doctoral degree,More than 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Neural Networks - RNNs",100 to 499 employees,,Often,,,,IT Department,,7,SA_,131471,euro
4752,Male,United States of America,35.0,Other,Python,Bachelor's degree,Less than a year,,,"10,000 or more employees",,Often,Sometimes,Sometimes,,IT Department,Rarely,3,NA_,94644,dollar
4753,Male,United States of America,31.0,Other,C/C++/C#,Bachelor's degree,6 to 10 years,"Natural Language Processing,Supervised Machine Learning (Tabular Data)","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression","10,000 or more employees",Sometimes,Sometimes,,,6.0,Business Department,Sometimes,9,NA_,102789,dollar
4754,Male,Other,33.0,Data Scientist,R,Bachelor's degree,6 to 10 years,"Adversarial Learning,Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning","Bayesian Techniques,Decision Trees - Random Forests,Ensemble Methods,Hidden Markov Models HMMs,Logistic Regression,Support Vector Machines (SVMs)","1,000 to 4,999 employees",Often,Often,,,8.0,Other,Rarely,5,Other_,85491,euro
4755,Male,Argentina,26.0,Business Analyst,SQL,Bachelor's degree,1 to 2 years,"Supervised Machine Learning (Tabular Data),Time Series","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression","1,000 to 4,999 employees",,,Often,Sometimes,0.0,Business Department,Rarely,9,SA_,111971,euro
4756,Male,United States of America,25.0,Software Developer/Software Engineer,Python,Master's degree,3 to 5 years,"Reinforcement learning,Unsupervised Learning","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression,Support Vector Machines (SVMs)",100 to 499 employees,,,,,5.0,Standalone Team,Never,7,NA_,104832,dollar
4757,Male,Ukraine,24.0,Other,SQL,Master's degree,1 to 2 years,"Time Series,Unsupervised Learning","Decision Trees - Random Forests,Logistic Regression","10,000 or more employees",Sometimes,Sometimes,,Often,8.0,Other,Sometimes,7,EU_,107180,euro
4758,Male,India,21.0,Machine Learning Engineer,Python,Bachelor's degree,Less than a year,"Computer Vision,Machine Translation,Natural Language Processing",Logistic Regression,500 to 999 employees,,Sometimes,,,,Central Insights Team,Rarely,7,AS_,102210,euro
4759,Male,Czech Republic,30.0,Software Developer/Software Engineer,Python,Master's degree,3 to 5 years,"Reinforcement learning,Speech Recognition,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Hidden Markov Models HMMs,Logistic Regression,Neural Networks - CNNs,Neural Networks - RNNs",100 to 499 employees,,,,,8.0,IT Department,Sometimes,6,EU_,117301,euro
4760,Male,United States of America,41.0,Software Developer/Software Engineer,Python,Master's degree,More than 10 years,"Recommendation Engines,Supervised Machine Learning (Tabular Data)","Bayesian Techniques,Decision Trees - Random Forests,Gradient Boosting,Logistic Regression",20 to 99 employees,,Often,,,3.0,IT Department,Sometimes,7,NA_,140058,dollar
4761,Female,United States of America,51.0,Researcher,R,Doctoral degree,More than 10 years,"Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series","Bayesian Techniques,Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Ensemble Methods,Logistic Regression","10,000 or more employees",,,,,5.0,Business Department,Rarely,9,NA_,150825,dollar
4762,Male,France,26.0,Data Scientist,R,Bachelor's degree,3 to 5 years,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Time Series,Unsupervised Learning","Decision Trees - Gradient Boosted Machines,Decision Trees - Random Forests,Logistic Regression",20 to 99 employees,,Often,,Often,1.0,IT Department,,7,EU_,102664,euro
4763,Female,China,28.0,Computer Scientist,Python,Master's degree,More than 10 years,"Machine Translation,Unsupervised Learning","Ensemble Methods,Hidden Markov Models HMMs","1,000 to 4,999 employees",,,,,8.0,Standalone Team,,5,AS_,87668,euro
4765,Male,United Kingdom,36.0,Software Developer/Software Engineer,Python,Bachelor's degree,1 to 2 years,Supervised Machine Learning (Tabular Data),"Logistic Regression,Neural Networks - RNNs",500 to 999 employees,,Sometimes,,Sometimes,2.0,Other,Sometimes,9,EU_,122116,euro
